"Data e Hora","Chuva (mm) - Último","Chuva (mm) - 1h","Chuva (mm) - 4h","Chuva (mm) - 24h","Chuva (mm) - 96h","Chuva (mm) - 30d","Nível do rio (m) - Último"
"30/10/2024 13:00","0.0","0.0","0.4","13.2","35.6","43.2","1.50"
"30/10/2024 12:45","0.0","0.0","0.4","15.0","35.6","43.2","1.48"
"30/10/2024 12:30","0.0","0.2","0.4","15.8","35.6","43.2","1.46"
"30/10/2024 12:15","Dado Nulo","0.2","0.4","18.0","35.6","43.2","Dado Nulo"
"30/10/2024 12:00","Dado Nulo","0.2","0.4","18.0","35.6","43.2","Dado Nulo"
"30/10/2024 11:45","0.2","0.2","0.4","18.8","35.6","43.2","1.41"
"30/10/2024 11:30","0.0","0.0","0.4","18.6","35.4","43.0","1.39"
"30/10/2024 11:15","Dado Nulo","0.2","0.4","19.0","35.4","43.0","Dado Nulo"
"30/10/2024 11:00","0.0","0.2","0.4","19.4","35.4","43.0","1.38"
"30/10/2024 10:45","0.0","0.2","0.4","20.0","35.4","43.0","1.37"
"30/10/2024 10:30","0.2","0.2","0.4","20.4","35.4","43.0","1.37"
"30/10/2024 10:15","Dado Nulo","0.0","0.2","20.4","35.2","42.8","Dado Nulo"
"30/10/2024 10:00","Dado Nulo","0.0","0.2","20.8","35.2","42.8","Dado Nulo"
"30/10/2024 09:45","0.0","0.0","0.2","21.0","35.2","42.8","1.35"
"30/10/2024 09:30","0.0","0.0","0.2","21.0","35.2","42.8","1.35"
"30/10/2024 09:15","0.0","0.0","0.2","21.2","35.2","42.8","1.34"
"30/10/2024 09:00","0.0","0.0","0.2","21.2","35.2","42.8","1.34"
"30/10/2024 08:45","0.0","0.0","0.2","21.6","35.2","42.8","1.33"
"30/10/2024 08:30","0.0","0.2","0.4","22.2","35.2","42.8","1.33"
"30/10/2024 08:15","0.0","0.2","0.8","22.6","35.2","42.8","1.34"
"30/10/2024 08:00","0.0","0.2","1.2","23.2","35.2","42.8","1.34"
"30/10/2024 07:45","0.2","0.2","1.4","23.2","35.2","42.8","1.35"
"30/10/2024 07:30","0.0","0.0","1.4","23.0","35.0","42.6","1.35"
"30/10/2024 07:15","0.0","0.0","1.4","23.6","35.0","42.6","1.36"
"30/10/2024 07:00","0.0","0.0","1.4","24.2","35.0","42.6","1.37"
"30/10/2024 06:45","0.0","0.0","1.6","24.4","35.0","42.6","1.38"
"30/10/2024 06:30","0.0","0.0","1.6","24.4","35.0","42.6","1.39"
"30/10/2024 06:15","0.0","0.0","1.8","24.8","35.0","42.6","1.39"
"30/10/2024 06:00","0.0","0.0","2.4","24.8","35.0","42.6","1.40"
"30/10/2024 05:45","0.0","0.0","2.6","25.2","35.0","42.6","1.41"
"30/10/2024 05:30","0.0","0.2","2.6","25.6","35.0","42.6","1.41"
"30/10/2024 05:15","0.0","0.6","2.6","25.8","35.0","42.6","1.42"
"30/10/2024 05:00","0.0","1.0","2.8","25.8","35.0","42.6","1.42"
"30/10/2024 04:45","0.2","1.2","2.8","25.8","35.0","42.6","1.42"
"30/10/2024 04:30","0.4","1.2","2.6","25.6","34.8","42.4","1.42"
"30/10/2024 04:15","0.4","0.8","2.4","25.2","34.4","42.0","1.41"
"30/10/2024 04:00","0.2","0.4","2.4","24.8","34.0","41.6","1.41"
"30/10/2024 03:45","0.2","0.4","2.2","24.6","33.8","41.4","1.40"
"30/10/2024 03:30","0.0","0.2","2.4","24.4","33.6","41.2","1.39"
"30/10/2024 03:15","0.0","0.4","2.4","24.4","33.6","41.2","1.37"
"30/10/2024 03:00","0.2","1.0","2.6","24.4","33.6","41.2","1.34"
"30/10/2024 02:45","0.0","1.0","2.6","24.2","33.4","41.0","1.30"
"30/10/2024 02:30","0.2","1.0","2.8","24.2","33.4","41.0","1.27"
"30/10/2024 02:15","0.6","0.8","2.6","24.0","33.2","40.8","1.24"
"30/10/2024 02:00","0.2","0.4","2.2","23.4","32.6","40.2","1.22"
"30/10/2024 01:45","0.0","0.2","2.6","23.2","32.4","40.0","1.22"
"30/10/2024 01:30","Dado Nulo","0.2","2.6","23.2","32.4","40.0","Dado Nulo"
"30/10/2024 01:15","0.2","0.4","2.8","23.2","32.4","40.0","1.23"
"30/10/2024 01:00","0.0","0.6","2.8","23.0","32.2","39.8","1.23"
"30/10/2024 00:45","0.0","0.6","3.4","23.0","32.2","39.8","1.23"
"30/10/2024 00:30","0.2","1.0","3.4","23.0","32.2","39.8","1.23"
"30/10/2024 00:15","0.4","0.8","3.4","22.8","32.0","39.6","1.23"
"30/10/2024 00:00","0.0","0.6","3.0","22.4","31.6","39.2","1.23"
"29/10/2024 23:45","0.4","0.8","3.0","22.8","31.6","39.2","1.23"
"29/10/2024 23:30","0.0","0.6","2.6","22.4","31.2","38.8","1.23"
"29/10/2024 23:15","0.2","0.6","2.6","22.4","31.2","38.8","1.23"
"29/10/2024 23:00","0.2","0.6","2.4","22.2","31.0","38.6","1.23"
"29/10/2024 22:45","0.2","1.0","2.2","22.0","30.8","38.4","1.23"
"29/10/2024 22:30","0.0","0.8","2.0","21.8","30.6","38.2","1.23"
"29/10/2024 22:15","0.2","1.0","2.0","22.0","30.6","38.2","1.24"
"29/10/2024 22:00","0.6","1.0","1.8","21.8","30.4","38.0","1.24"
"29/10/2024 21:45","Dado Nulo","1.0","1.2","21.2","29.8","37.4","Dado Nulo"
"29/10/2024 21:30","0.2","1.0","1.2","21.2","29.8","37.4","1.25"
"29/10/2024 21:15","0.2","1.0","1.0","21.0","29.6","37.2","1.26"
"29/10/2024 21:00","0.6","0.8","0.8","20.8","29.4","37.0","1.27"
"29/10/2024 20:45","0.0","0.2","0.2","20.4","28.8","36.4","1.28"
"29/10/2024 20:30","0.2","0.2","0.2","20.4","28.8","36.4","1.29"
"29/10/2024 20:15","0.0","0.0","0.0","20.4","28.6","36.2","1.30"
"29/10/2024 20:00","0.0","0.0","0.0","20.4","28.6","36.2","1.31"
"29/10/2024 19:45","0.0","0.0","0.2","20.6","28.6","36.2","1.31"
"29/10/2024 19:30","0.0","0.0","0.2","20.6","28.6","36.2","1.31"
"29/10/2024 19:15","0.0","0.0","0.8","21.0","28.6","36.2","1.30"
"29/10/2024 19:00","0.0","0.0","1.8","21.2","28.6","36.2","1.30"
"29/10/2024 18:45","0.0","0.0","3.0","21.4","28.6","36.2","1.30"
"29/10/2024 18:30","0.0","0.0","3.2","21.6","28.6","36.2","1.30"
"29/10/2024 18:15","0.0","0.0","4.0","21.8","28.6","36.2","1.29"
"29/10/2024 18:00","0.0","0.0","4.0","22.2","28.6","36.2","1.28"
"29/10/2024 17:45","0.0","0.0","4.4","22.4","28.6","36.2","1.27"
"29/10/2024 17:30","0.0","0.0","4.8","22.6","28.6","36.2","1.26"
"29/10/2024 17:15","0.0","0.0","5.2","22.8","28.6","36.2","1.24"
"29/10/2024 17:00","0.0","0.0","6.2","23.0","28.6","36.2","1.23"
"29/10/2024 16:45","0.0","0.2","8.0","23.4","28.6","36.2","1.23"
"29/10/2024 16:30","0.0","0.2","8.8","23.6","28.6","36.2","1.23"
"29/10/2024 16:15","0.0","0.8","11.0","24.0","28.6","36.2","1.23"
"29/10/2024 16:00","0.2","1.8","11.0","24.4","28.6","36.2","1.23"
"29/10/2024 15:45","0.0","2.8","11.6","24.4","28.4","36.0","1.23"
"29/10/2024 15:30","0.6","3.0","11.6","24.6","28.4","36.0","1.23"
"29/10/2024 15:15","1.0","3.2","11.4","24.0","27.8","35.4","1.23"
"29/10/2024 15:00","1.2","2.2","10.8","23.2","26.8","34.4","1.23"
"29/10/2024 14:45","0.2","1.4","10.2","22.0","25.6","33.2","1.23"
"29/10/2024 14:30","0.8","1.6","10.4","22.0","25.4","33.0","1.23"
"29/10/2024 14:15","Dado Nulo","1.2","9.8","21.2","24.6","32.2","Dado Nulo"
"29/10/2024 14:00","0.4","2.2","10.2","21.2","24.6","32.2","1.23"
"29/10/2024 13:45","0.4","3.6","10.0","21.0","24.2","31.8","1.23"
"29/10/2024 13:30","0.4","4.0","9.6","21.0","23.8","31.4","1.23"
"29/10/2024 13:15","1.0","5.8","9.4","20.8","23.4","31.0","1.23"
"29/10/2024 13:00","1.8","4.8","8.4","20.0","22.4","30.0","1.23"
"29/10/2024 12:45","0.8","3.8","7.0","18.2","20.6","28.2","1.22"
"29/10/2024 12:30","2.2","3.0","6.8","17.4","19.8","27.4","1.22"
"29/10/2024 12:15","Dado Nulo","1.2","5.0","15.2","17.6","25.2","Dado Nulo"
"29/10/2024 12:00","0.8","1.6","5.6","15.2","17.6","25.2","1.21"
"29/10/2024 11:45","Dado Nulo","1.4","4.8","14.4","16.8","24.4","Dado Nulo"
"29/10/2024 11:30","0.4","1.8","4.8","14.4","17.0","24.4","1.21"
"29/10/2024 11:15","0.4","1.6","5.0","14.0","16.6","24.0","1.21"
"29/10/2024 11:00","0.6","1.6","5.2","13.6","16.2","23.6","1.21"
"29/10/2024 10:45","0.4","1.2","4.8","13.0","15.6","23.0","1.21"
"29/10/2024 10:30","0.2","0.8","4.4","12.8","15.2","22.6","1.21"
"29/10/2024 10:15","0.4","0.8","4.6","12.6","15.0","22.4","1.21"
"29/10/2024 10:00","0.2","0.4","4.2","12.2","14.6","22.0","1.21"
"29/10/2024 09:45","Dado Nulo","0.6","4.4","12.2","14.4","21.8","Dado Nulo"
"29/10/2024 09:30","0.2","1.2","4.8","12.2","14.4","21.8","1.21"
"29/10/2024 09:15","0.0","1.4","4.8","12.2","14.2","21.6","1.21"
"29/10/2024 09:00","0.4","2.0","4.8","12.4","14.2","21.6","1.21"
"29/10/2024 08:45","0.6","1.6","4.4","12.0","13.8","21.2","1.21"
"29/10/2024 08:30","0.4","1.0","3.8","11.4","13.2","20.6","1.21"
"29/10/2024 08:15","0.6","1.2","3.4","11.2","12.8","20.2","1.21"
"29/10/2024 08:00","Dado Nulo","1.2","2.8","10.6","12.2","19.6","Dado Nulo"
"29/10/2024 07:45","0.0","1.4","2.8","10.6","12.2","19.6","1.21"
"29/10/2024 07:30","0.6","1.4","2.8","10.8","12.2","19.6","1.21"
"29/10/2024 07:15","0.6","1.2","2.2","10.2","11.6","19.0","1.21"
"29/10/2024 07:00","0.2","0.6","1.6","9.6","11.0","18.4","1.20"
"29/10/2024 06:45","0.0","0.8","1.4","9.4","10.8","18.2","1.20"
"29/10/2024 06:30","0.4","1.2","1.4","9.6","10.8","18.2","1.20"
"29/10/2024 06:15","0.0","1.0","1.0","9.2","10.4","17.8","1.20"
"29/10/2024 06:00","0.4","1.0","1.0","9.4","10.4","17.8","1.20"
"29/10/2024 05:45","0.4","0.6","0.6","9.0","10.0","17.4","1.20"
"29/10/2024 05:30","0.2","0.2","0.2","8.6","9.6","17.0","1.20"
"29/10/2024 05:15","0.0","0.0","0.0","8.4","9.4","16.8","1.20"
"29/10/2024 05:00","0.0","0.0","0.0","8.4","9.4","16.8","1.20"
"29/10/2024 04:45","0.0","0.0","0.0","8.4","9.4","16.8","1.20"
"29/10/2024 04:30","0.0","0.0","0.0","8.4","9.4","16.8","1.20"
"29/10/2024 04:15","0.0","0.0","0.0","8.4","9.4","16.8","1.20"
"29/10/2024 04:00","0.0","0.0","0.0","8.4","9.4","16.8","1.20"
"29/10/2024 03:45","0.0","0.0","0.4","8.4","9.4","16.8","1.20"
"29/10/2024 03:30","0.0","0.0","0.4","8.4","9.4","16.8","1.20"
"29/10/2024 03:15","0.0","0.0","0.4","8.4","9.4","16.8","1.20"
"29/10/2024 03:00","0.0","0.0","0.4","8.4","9.4","16.8","1.20"
"29/10/2024 02:45","0.0","0.0","0.4","8.4","9.4","16.8","1.20"
"29/10/2024 02:30","0.0","0.0","0.4","8.4","9.4","16.8","1.20"
"29/10/2024 02:15","0.0","0.0","0.6","8.4","9.4","16.8","1.20"
"29/10/2024 02:00","0.0","0.0","0.6","8.4","9.4","16.8","1.20"
"29/10/2024 01:45","0.0","0.0","0.6","8.4","9.4","16.8","1.20"
"29/10/2024 01:30","0.0","0.0","0.6","8.4","9.4","16.8","1.20"
"29/10/2024 01:15","0.0","0.0","0.6","8.4","9.4","16.8","1.20"
"29/10/2024 01:00","0.0","0.0","0.6","8.4","9.4","16.8","1.20"
"29/10/2024 00:45","0.0","0.4","0.8","8.4","9.4","16.8","1.20"
"29/10/2024 00:30","0.0","0.4","0.8","8.4","9.4","16.8","1.20"
"29/10/2024 00:15","0.0","0.4","1.0","8.4","9.4","16.8","1.20"
"29/10/2024 00:00","0.4","0.4","1.0","8.4","9.4","16.8","1.20"
"28/10/2024 23:45","0.0","0.0","0.8","8.0","9.0","16.4","1.20"
"28/10/2024 23:30","0.0","0.0","0.8","8.0","9.2","16.4","1.20"
"28/10/2024 23:15","0.0","0.2","1.2","8.0","9.2","16.4","1.20"
"28/10/2024 23:00","0.0","0.2","1.4","8.0","9.2","16.4","1.20"
"28/10/2024 22:45","Dado Nulo","0.2","1.6","8.0","9.4","16.4","Dado Nulo"
"28/10/2024 22:30","0.2","0.2","1.8","8.0","9.6","16.4","1.20"
"28/10/2024 22:15","0.0","0.0","1.8","7.8","11.2","16.2","1.20"
"28/10/2024 22:00","0.0","0.0","2.2","7.8","16.2","16.2","1.20"
"28/10/2024 21:45","0.0","0.2","2.4","7.8","16.2","16.2","1.20"
"28/10/2024 21:30","0.0","0.2","2.6","7.8","16.2","16.2","1.20"
"28/10/2024 21:15","0.0","0.4","2.8","7.8","16.2","16.2","1.20"
"28/10/2024 21:00","0.2","0.4","3.0","7.8","16.2","16.2","1.20"
"28/10/2024 20:45","0.0","0.4","3.2","7.6","16.0","16.0","1.20"
"28/10/2024 20:30","0.2","0.4","3.4","7.6","16.0","16.0","1.20"
"28/10/2024 20:15","0.0","0.6","3.6","7.4","15.8","15.8","1.20"
"28/10/2024 20:00","0.2","0.8","4.0","7.4","15.8","15.8","1.20"
"28/10/2024 19:45","0.0","0.8","4.0","7.2","15.6","15.6","1.20"
"28/10/2024 19:30","0.4","1.0","4.2","7.2","15.6","15.6","1.20"
"28/10/2024 19:15","0.2","0.8","3.8","6.8","15.2","15.2","1.20"
"28/10/2024 19:00","0.2","1.0","3.8","6.6","15.0","15.0","1.20"
"28/10/2024 18:45","0.2","1.0","3.6","6.4","14.8","14.8","1.19"
"28/10/2024 18:30","0.2","1.0","3.6","6.2","14.6","14.6","1.19"
"28/10/2024 18:15","0.4","1.0","3.4","6.0","14.4","14.4","1.19"
"28/10/2024 18:00","0.2","0.8","3.0","5.6","14.0","14.0","1.18"
"28/10/2024 17:45","0.2","1.0","3.0","5.4","13.8","13.8","1.18"
"28/10/2024 17:30","0.2","1.0","3.2","5.2","13.6","13.6","1.17"
"28/10/2024 17:15","0.2","1.2","3.2","5.0","13.4","13.4","1.16"
"28/10/2024 17:00","0.4","1.4","3.2","4.8","13.2","13.2","1.15"
"28/10/2024 16:45","0.2","1.2","2.8","4.4","12.8","12.8","1.14"
"28/10/2024 16:30","0.4","1.2","2.6","4.2","12.6","12.6","1.13"
"28/10/2024 16:15","0.4","0.8","2.2","3.8","12.2","12.2","1.11"
"28/10/2024 16:00","0.2","0.6","1.8","3.4","11.8","11.8","1.10"
"28/10/2024 15:45","0.2","0.4","1.6","3.2","11.6","11.6","1.08"
"28/10/2024 15:30","0.0","0.4","1.4","3.0","11.4","11.4","1.07"
"28/10/2024 15:15","0.2","0.4","1.4","3.0","11.4","11.4","1.06"
"28/10/2024 15:00","0.0","0.2","1.2","2.8","11.2","11.2","1.05"
"28/10/2024 14:45","0.2","0.4","1.2","2.8","11.2","11.2","1.05"
"28/10/2024 14:30","0.0","0.6","1.2","2.6","11.0","11.0","1.06"
"28/10/2024 14:15","0.0","0.8","1.2","2.6","11.0","11.0","1.07"
"28/10/2024 14:00","0.2","1.0","1.2","2.6","11.0","11.0","1.08"
"28/10/2024 13:45","0.4","0.8","1.2","2.4","10.8","10.8","1.10"
"28/10/2024 13:30","0.2","0.4","0.8","2.0","10.4","10.4","1.11"
"28/10/2024 13:15","0.2","0.2","0.8","1.8","10.2","10.2","1.13"
"28/10/2024 13:00","0.0","0.0","0.8","1.6","10.0","10.0","1.14"
"28/10/2024 12:45","0.0","0.0","0.8","1.6","10.0","10.0","1.15"
"28/10/2024 12:30","0.0","0.0","0.8","1.6","10.0","10.0","1.15"
"28/10/2024 12:15","0.0","0.0","1.0","1.6","10.0","10.0","1.15"
"28/10/2024 12:00","0.0","0.0","1.0","1.6","10.0","10.0","1.13"
"28/10/2024 11:45","0.0","0.0","1.0","1.6","10.0","10.0","1.11"
"28/10/2024 11:30","0.0","0.2","1.2","1.6","10.0","10.0","1.10"
"28/10/2024 11:15","0.0","0.2","1.2","1.6","10.0","10.0","1.09"
"28/10/2024 11:00","0.0","0.2","1.2","1.6","10.0","10.0","1.09"
"28/10/2024 10:45","0.2","0.4","1.2","1.6","10.0","10.0","1.09"
"28/10/2024 10:30","Dado Nulo","0.2","1.2","1.4","9.8","9.8","Dado Nulo"
"28/10/2024 10:15","0.0","0.4","1.2","1.4","9.8","9.8","1.09"
"28/10/2024 10:00","0.2","0.6","1.4","1.4","9.8","9.8","1.08"
"28/10/2024 09:45","0.0","0.4","1.2","1.2","9.6","9.6","1.08"
"28/10/2024 09:30","0.2","0.4","1.2","1.2","9.6","9.6","1.07"
"28/10/2024 09:15","0.2","0.4","1.0","1.0","9.4","9.4","1.07"
"28/10/2024 09:00","0.0","0.2","0.8","0.8","9.2","9.2","1.07"
"28/10/2024 08:45","Dado Nulo","0.2","0.8","0.8","9.2","9.2","Dado Nulo"
"28/10/2024 08:30","0.2","0.4","0.8","0.8","9.2","9.2","1.06"
"28/10/2024 08:15","0.0","0.2","0.6","0.6","9.0","9.0","1.05"
"28/10/2024 08:00","0.0","0.2","0.6","0.6","9.0","9.0","1.05"
"28/10/2024 07:45","0.2","0.2","0.6","0.6","9.0","9.0","1.06"
"28/10/2024 07:30","0.0","0.2","0.4","0.4","8.8","8.8","1.06"
"28/10/2024 07:15","0.0","0.2","0.4","0.4","8.8","8.8","1.07"
"28/10/2024 07:00","0.0","0.4","0.4","0.4","8.8","8.8","1.08"
"28/10/2024 06:45","0.2","0.4","0.4","0.4","8.8","8.8","1.09"
"28/10/2024 06:30","0.0","0.2","0.2","0.2","8.6","8.6","1.11"
"28/10/2024 06:15","0.2","0.2","0.2","0.2","8.6","8.6","1.12"
"28/10/2024 06:00","Dado Nulo","0.0","0.0","0.0","8.4","8.4","Dado Nulo"
"28/10/2024 05:45","0.0","0.0","0.0","0.0","8.4","8.4","1.15"
"28/10/2024 05:30","0.0","0.0","0.0","0.0","8.4","8.4","1.16"
"28/10/2024 05:15","0.0","0.0","0.0","0.0","8.4","8.4","1.16"
"28/10/2024 05:00","0.0","0.0","0.0","0.0","8.4","8.4","1.16"
"28/10/2024 04:45","0.0","0.0","0.0","0.0","8.4","8.4","1.15"
"28/10/2024 04:30","0.0","0.0","0.0","0.0","8.4","8.4","1.15"
"28/10/2024 04:15","0.0","0.0","0.0","0.0","8.4","8.4","1.14"
"28/10/2024 04:00","0.0","0.0","0.0","0.0","8.4","8.4","1.13"
"28/10/2024 03:45","0.0","0.0","0.0","0.0","8.4","8.4","1.11"
"28/10/2024 03:30","0.0","0.0","0.0","0.0","8.4","8.4","1.10"
"28/10/2024 03:15","0.0","0.0","0.0","0.0","8.4","8.4","1.08"
"28/10/2024 03:00","0.0","0.0","0.0","0.0","8.4","8.4","1.06"
"28/10/2024 02:45","0.0","0.0","0.0","0.0","8.4","8.4","1.04"
"28/10/2024 02:30","0.0","0.0","0.0","0.0","8.4","8.4","1.02"
"28/10/2024 02:15","0.0","0.0","0.0","0.0","8.4","8.4","1.00"
"28/10/2024 02:00","0.0","0.0","0.0","0.0","8.4","8.4","0.98"
"28/10/2024 01:45","0.0","0.0","0.0","0.0","8.4","8.4","0.97"
"28/10/2024 01:30","0.0","0.0","0.0","0.0","8.4","8.4","0.97"
"28/10/2024 01:15","0.0","0.0","0.0","0.0","8.4","8.4","0.96"
"28/10/2024 01:00","0.0","0.0","0.0","0.0","8.4","8.4","0.96"
"28/10/2024 00:45","0.0","0.0","0.0","0.0","8.4","8.4","0.96"
"28/10/2024 00:30","0.0","0.0","0.0","0.0","8.4","8.4","0.96"
"28/10/2024 00:15","0.0","0.0","0.0","0.2","8.4","8.4","0.96"
"28/10/2024 00:00","0.0","0.0","0.0","0.4","8.4","8.4","0.96"
"27/10/2024 23:45","0.0","0.0","0.0","0.4","8.4","8.4","0.96"
"27/10/2024 23:30","0.0","0.0","0.0","0.4","8.4","8.4","0.96"
"27/10/2024 23:15","0.0","0.0","0.0","0.4","8.4","8.4","0.96"
"27/10/2024 23:00","0.0","0.0","0.0","0.4","8.4","8.4","0.95"
"27/10/2024 22:45","0.0","0.0","0.0","0.4","8.4","8.4","0.95"
"27/10/2024 22:30","0.0","0.0","0.0","0.4","8.4","8.4","0.95"
"27/10/2024 22:15","0.0","0.0","0.0","0.4","8.4","8.4","0.95"
"27/10/2024 22:00","0.0","0.0","0.0","0.4","8.4","8.4","0.94"
"27/10/2024 21:45","0.0","0.0","0.0","0.4","8.4","8.4","0.94"
"27/10/2024 21:30","0.0","0.0","0.0","0.4","8.4","8.4","0.94"
"27/10/2024 21:15","0.0","0.0","0.0","0.4","8.4","8.4","0.93"
"27/10/2024 21:00","0.0","0.0","0.0","0.4","8.4","8.4","0.93"
"27/10/2024 20:45","0.0","0.0","0.0","0.4","8.4","8.4","0.92"
"27/10/2024 20:30","0.0","0.0","0.0","0.4","8.4","8.4","0.91"
"27/10/2024 20:15","0.0","0.0","0.0","0.4","8.4","8.4","0.90"
"27/10/2024 20:00","0.0","0.0","0.0","0.4","8.4","8.4","0.90"
"27/10/2024 19:45","0.0","0.0","0.0","0.4","8.4","8.4","0.88"
"27/10/2024 19:30","0.0","0.0","0.0","0.4","8.4","8.4","0.87"
"27/10/2024 19:15","0.0","0.0","0.0","0.4","8.4","8.4","0.86"
"27/10/2024 19:00","0.0","0.0","0.0","0.4","8.4","8.4","0.85"
"27/10/2024 18:45","0.0","0.0","0.0","0.8","8.4","8.4","0.83"
"27/10/2024 18:30","0.0","0.0","0.0","0.8","8.4","8.4","0.82"
"27/10/2024 18:15","0.0","0.0","0.0","0.8","8.4","8.4","0.81"
"27/10/2024 18:00","Dado Nulo","0.0","0.0","0.8","8.4","8.4","Dado Nulo"
"27/10/2024 17:45","0.0","0.0","0.0","0.8","8.4","8.4","0.80"
"27/10/2024 17:30","0.0","0.0","0.0","0.8","8.4","8.4","0.80"
"27/10/2024 17:15","0.0","0.0","0.0","0.8","8.4","8.4","0.81"
"27/10/2024 17:00","0.0","0.0","0.0","0.8","8.4","8.4","0.82"
"27/10/2024 16:45","0.0","0.0","0.0","0.8","8.4","8.4","0.83"
"27/10/2024 16:30","0.0","0.0","0.0","0.8","8.4","8.4","0.84"
"27/10/2024 16:15","0.0","0.0","0.0","0.8","8.4","8.4","0.86"
"27/10/2024 16:00","0.0","0.0","0.0","0.8","8.4","8.4","0.87"
"27/10/2024 15:45","0.0","0.0","0.0","0.8","8.4","8.4","0.89"
"27/10/2024 15:30","0.0","0.0","0.0","0.8","8.4","8.4","0.90"
"27/10/2024 15:15","0.0","0.0","0.0","0.8","8.4","8.4","0.92"
"27/10/2024 15:00","0.0","0.0","0.0","0.8","8.4","8.4","0.93"
"27/10/2024 14:45","0.0","0.0","0.0","0.8","8.4","8.4","0.94"
"27/10/2024 14:30","0.0","0.0","0.0","0.8","8.4","8.4","0.95"
"27/10/2024 14:15","0.0","0.0","0.0","0.8","8.4","8.4","0.96"
"27/10/2024 14:00","0.0","0.0","0.0","0.8","8.4","8.4","0.96"
"27/10/2024 13:45","0.0","0.0","0.0","0.8","8.4","8.4","0.96"
"27/10/2024 13:30","0.0","0.0","0.0","0.8","8.4","8.4","0.96"
"27/10/2024 13:15","Dado Nulo","0.0","0.0","0.8","8.4","8.4","Dado Nulo"
"27/10/2024 13:00","0.0","0.0","0.0","0.8","8.4","8.4","0.96"
"27/10/2024 12:45","0.0","0.0","0.0","0.8","8.4","8.4","0.96"
"27/10/2024 12:30","0.0","0.0","0.0","0.8","8.4","8.4","0.96"
"27/10/2024 12:15","0.0","0.0","0.0","0.8","8.4","8.4","0.96"
"27/10/2024 12:00","0.0","0.0","0.0","0.8","8.4","8.4","0.95"
"27/10/2024 11:45","Dado Nulo","0.0","0.0","0.8","8.4","8.4","Dado Nulo"
"27/10/2024 11:30","0.0","0.0","0.0","0.8","8.4","8.4","0.95"
"27/10/2024 11:15","0.0","0.0","0.0","0.8","8.4","8.4","0.95"
"27/10/2024 11:00","0.0","0.0","0.0","0.8","8.4","8.4","0.94"
"27/10/2024 10:45","0.0","0.0","0.0","0.8","8.4","8.4","0.94"
"27/10/2024 10:30","0.0","0.0","0.0","0.8","8.4","8.4","0.94"
"27/10/2024 10:15","0.0","0.0","0.0","0.8","8.4","8.4","0.93"
"27/10/2024 10:00","0.0","0.0","0.0","0.8","8.4","8.4","0.93"
"27/10/2024 09:45","0.0","0.0","0.0","0.8","8.4","8.4","0.92"
"27/10/2024 09:30","0.0","0.0","0.0","0.8","8.4","8.4","0.91"
"27/10/2024 09:15","0.0","0.0","0.0","0.8","8.4","8.4","0.91"
"27/10/2024 09:00","0.0","0.0","0.0","0.8","8.4","8.4","0.90"
"27/10/2024 08:45","0.0","0.0","0.0","0.8","8.4","8.4","0.89"
"27/10/2024 08:30","0.0","0.0","0.0","0.8","8.4","8.4","0.87"
"27/10/2024 08:15","0.0","0.0","0.0","0.8","8.4","8.4","0.86"
"27/10/2024 08:00","0.0","0.0","0.0","0.8","8.4","8.4","0.85"
"27/10/2024 07:45","0.0","0.0","0.0","0.8","8.4","8.4","0.83"
"27/10/2024 07:30","0.0","0.0","0.0","0.8","8.4","8.4","0.82"
"27/10/2024 07:15","0.0","0.0","0.0","0.8","8.4","8.4","0.81"
"27/10/2024 07:00","0.0","0.0","0.0","0.8","8.4","8.4","0.80"
"27/10/2024 06:45","0.0","0.0","0.0","0.8","8.4","8.4","0.80"
"27/10/2024 06:30","Dado Nulo","0.0","0.0","0.8","8.4","8.4","Dado Nulo"
"27/10/2024 06:15","0.0","0.0","0.0","0.8","8.4","8.4","0.80"
"27/10/2024 06:00","0.0","0.0","0.0","0.8","8.4","8.4","0.81"
"27/10/2024 05:45","0.0","0.0","0.0","0.8","8.4","8.4","0.82"
"27/10/2024 05:30","0.0","0.0","0.0","0.8","8.4","8.4","0.83"
"27/10/2024 05:15","0.0","0.0","0.0","0.8","8.4","8.4","0.84"
"27/10/2024 05:00","0.0","0.0","0.0","0.8","8.4","8.4","0.86"
"27/10/2024 04:45","Dado Nulo","0.0","0.0","0.8","8.4","8.4","Dado Nulo"
"27/10/2024 04:30","0.0","0.0","0.0","0.8","8.4","8.4","0.89"
"27/10/2024 04:15","0.0","0.0","0.2","0.8","8.4","8.4","0.91"
"27/10/2024 04:00","0.0","0.0","0.4","0.8","8.4","8.4","0.93"
"27/10/2024 03:45","0.0","0.0","0.4","0.8","8.4","8.4","0.94"
"27/10/2024 03:30","0.0","0.0","0.4","0.8","8.4","8.4","0.95"
"27/10/2024 03:15","0.0","0.0","0.4","0.8","8.4","8.4","0.96"
"27/10/2024 03:00","0.0","0.0","0.4","0.8","8.4","8.4","0.97"
"27/10/2024 02:45","0.0","0.0","0.4","0.8","8.4","8.4","0.97"
"27/10/2024 02:30","0.0","0.0","0.4","0.8","8.4","8.4","0.97"
"27/10/2024 02:15","0.0","0.0","0.4","0.8","8.4","8.4","0.97"
"27/10/2024 02:00","0.0","0.0","0.4","0.8","8.4","8.4","0.97"
"27/10/2024 01:45","0.0","0.0","0.4","0.8","8.4","8.4","0.97"
